year,region,wine,beer,vodka,champagne,brandy,cartodb_id,birth_rate,death_rate,urbanization,population
2004,Пензенская область,9.1,38.2,6.9,0.6,0.2,28,8.6,17.9,65.3,1290.9
2004,Пермский край,8.3,68.1,16.0,1.5,0.7,56,11.4,17.7,75.2,2579.26
2004,Прриморский край,2.8,45.4,13.8,1.2,0.3,12,10.6,15.8,78.4,1877.84
2004,Псковская область,17.5,67.9,10.2,0.7,0.2,44,9.1,24.2,66.9,620.25
2004,Республика Алтай,6.7,25.4,11.2,1.1,0.1,77,17.3,14.9,26.3,220.95
2004,Республика Калмыкия,4.3,24.4,15.3,1.4,0.2,38,13.5,10.9,44.3,269.98
2004,Республика Карелия,16.9,33.2,14.0,0.7,0.5,83,10.4,18.8,75.5,609.07
2004,Республика Коми,10.3,76.2,28.1,1.1,0.5,25,11.5,15.3,75.3,813.59
2004,Республика Крым,4.2,50.0,1.4,0.4,0.3,200,11.3,15.3,87.3,1901.58
2004,Республика Мари Эл,5.7,27.6,12.0,0.5,0.1,60,10.7,16.8,63.2,675.33
2004,Республика Мордовия,3.6,32.6,9.8,0.4,0.1,48,8.8,16.9,59.3,778.97
2004,Республика Саха (Якутия),5.2,30.9,15.0,1.2,0.3,67,15.5,10.2,64.5,981.97
2004,Республика Татарстан,3.4,42.9,13.7,0.7,0.2,50,10.3,13.6,74.0,3894.12
2004,Республика Хакасия,8.5,74.5,13.8,1.9,0.8,75,11.9,16.2,70.8,532.04
2004,Ростовская область,3.8,58.8,6.9,1.1,0.3,40,9.5,15.8,67.6,4181.49
2004,Рязанская область,3.2,54.9,10.0,1.2,0.2,74,8.5,20.1,69.4,1098.26
2004,Самарская область,2.0,50.1,8.4,1.1,0.2,31,10.1,16.1,80.6,3154.16
2004,Санкт-Петербург,4.7,103.9,13.9,2.5,0.8,46,8.9,16.0,100.0,1892.71
2004,Саратовская область,3.2,50.3,8.8,0.9,0.1,41,9.4,16.9,73.6,2395.11
2004,Сахалин,5.1,36.3,20.3,1.5,0.8,11,11.4,16.2,86.9,485.62
2004,Свердловская область,7.7,75.9,15.9,1.0,0.6,72,10.7,16.7,88.0,4290.07
2004,Севастополь,2.3,70.5,2.0,0.3,0.5,100,11.7,17.3,73.4,509.99
2004,Северная Осетия,2.3,15.8,5.3,0.7,0.1,35,11.2,12.3,65.3,693.1
2004,Смоленская область,7.9,84.5,24.5,1.5,0.3,58,8.8,21.1,71.3,921.13
2004,Ставропольскиий край,6.2,46.8,7.8,1.3,0.5,15,10.3,14.2,56.1,2305.61
2004,Тамбовская область,1.9,49.4,15.4,1.2,0.3,73,8.7,19.0,57.5,994.42
2004,Тверская область,8.4,51.7,20.4,2.0,0.3,54,9.5,23.1,73.2,1245.62
2004,Томская область,7.2,47.9,13.4,0.7,0.1,18,11.2,14.1,68.1,1070.34
2004,Тульская область,4.6,40.6,12.1,0.6,0.2,65,7.9,21.6,81.7,1449.12
2004,Тыва,2.1,25.8,15.2,0.2,0.0,76,20.0,13.4,52.0,330.37
2004,Тюменская область,4.9,94.5,18.6,1.0,0.5,20,13.3,9.8,60.6,1543.39
2004,Удмуртия,5.4,36.4,12.4,0.4,0.2,59,11.7,15.4,69.9,1493.36
2004,Ульяновская область,5.5,45.3,10.4,0.8,0.3,63,9.0,16.8,72.8,1218.32
2004,Хабаровскиий край,4.3,53.4,14.6,0.9,0.4,79,11.3,16.2,80.7,1301.13
2004,Ханты-Мансийский автономный округ,4.9,94.5,18.6,1.0,0.5,71,13.9,6.7,90.8,1687.65
2004,Чевашская республика,4.4,39.7,10.9,0.5,0.2,49,10.5,14.9,60.9,1207.88
2004,Челябинская область,6.1,81.0,17.5,1.3,0.8,24,10.7,16.3,81.9,3442.81
2004,Чечня,2.0,58.9,1.4,0.2,0.6,32,25.2,5.6,33.9,1497.99
2004,Чукотка,3.4,10.8,12.4,1.9,1.1,68,15.4,12.0,65.4,49.53
2004,Ямало-Ненецкий автономный округ,4.9,94.5,18.6,1.0,0.5,70,14.0,5.8,83.3,547.01
2004,Ярославская область,3.9,63.6,18.9,0.4,0.1,66,9.4,20.1,81.1,1241.42
2005,Адыгея,4.4,29.7,10.4,1.1,0.4,37,10.3,15.2,51.9,463.17
2005,Алтайский край,2.0,58.6,10.0,1.1,0.2,17,10.3,16.9,53.7,2296.35
2005,Амурская область,5.8,48.6,20.8,0.7,0.2,81,12.1,17.2,66.5,781.85
2005,Архангельская область,7.6,45.6,17.6,1.3,0.6,2,10.7,17.1,75.5,1082.66
2005,Астраханская область,4.2,61.9,11.0,0.8,0.2,33,12.2,15.4,67.5,997.78
2005,Башкортостан,2.2,43.1,10.0,0.6,0.2,61,10.8,14.2,59.8,4013.79
2005,Белгородская область,2.9,43.6,11.1,1.2,0.1,26,8.9,16.0,65.4,1541.26
2005,Брянская область,6.1,33.6,8.6,0.6,0.2,27,9.0,19.8,68.2,1182.68
2005,Бурятия,5.2,31.4,13.5,0.4,0.1,10,14.0,15.6,57.4,985.43
2005,Владимирская область,3.4,50.6,16.9,1.3,0.3,22,9.2,20.2,78.3,1342.1
2005,Волгоградская область,3.5,53.4,11.5,2.0,0.4,29,9.4,15.7,75.3,2474.56
2005,Вологодская область,10.6,89.2,21.9,0.6,0.7,55,10.5,18.8,68.3,1151.04
2005,Воронежская область,3.5,48.0,13.8,1.4,0.3,15,8.4,18.5,62.0,2792.8
2005,Дагестан,2.4,10.4,10.8,1.5,0.3,14,15.5,5.8,43.4,3133.3
2005,Еврейская автономная область,3.7,59.1,7.1,0.4,0.1,80,11.6,18.3,67.2,156.5
2005,Забайкальский край,16.3,202.1,31.0,3.0,1.2,9,13.5,17.3,64.0,1053.49
2005,Ивановская область,9.0,76.6,12.5,1.0,0.4,57,8.7,22.0,80.4,987.03
2005,Ингушетия,0.2,0.8,0.8,0.1,0.7,34,14.0,4.3,42.4,515.56
2005,Иркутская область,7.0,58.4,23.0,1.7,0.9,82,11.9,17.2,79.3,2375.02
2005,Кабардино-Балкарская республика,3.3,31.7,10.4,1.1,0.6,36,10.0,10.4,58.3,869.19
2005,Калининградская область,11.0,70.5,15.9,1.5,1.0,47,8.9,18.2,77.8,1018.62
2005,Калужская область,3.8,64.1,13.9,1.6,0.3,64,8.9,19.1,75.0,1000.98
2005,Камчатский край,8.6,50.5,22.8,2.1,1.4,8,11.0,12.9,78.9,311.67
2005,Карачаево-Черкесская республика,4.6,20.9,5.3,0.4,0.4,13,12.0,11.3,44.3,465.36
2005,Кемеровская область,4.4,77.5,19.3,1.4,0.4,78,10.8,18.9,85.1,2633.45
2005,Кировская область,9.7,56.2,12.8,0.7,0.2,52,9.3,19.3,72.9,1250.17
2005,Костромская область,5.7,38.2,19.7,0.5,0.1,53,9.7,21.3,68.1,628.42
2005,Краснодарский край,8.9,60.4,8.1,1.1,0.3,39,10.3,15.6,52.8,5683.95
2005,Красноярский край,4.8,59.6,9.8,1.0,0.3,69,10.8,15.8,76.0,2855.9
2005,Курганская область,4.8,45.9,7.4,0.6,0.1,1,10.4,17.9,57.6,818.57
2005,Курская область,7.4,72.5,7.9,1.5,0.3,5,8.6,19.8,62.0,1096.49
2005,Ленинградская область,10.9,66.7,23.2,3.9,0.8,46,7.8,19.9,66.2,5384.34
2005,Липецкая область,3.1,57.1,10.5,0.8,0.2,6,9.3,17.7,64.5,1128.19
2005,Магаданская область,6.7,40.2,16.5,2.0,0.7,7,11.0,13.7,93.6,139.03
2005,Москва,6.4,108.5,24.2,3.7,1.0,42,8.9,11.9,100.0,12655.05
2005,Московская область,7.3,32.3,19.8,1.1,1.1,23,9.0,17.1,80.2,7708.5
2005,Мурманская область,6.9,49.3,21.9,2.1,0.7,43,9.8,13.8,92.0,732.86
2005,Ненецкий автономный округ,7.6,45.6,17.6,1.3,0.6,3,14.5,12.2,64.7,44.39
2005,Нижний Новгород,6.9,60.1,11.9,1.4,0.3,62,8.9,20.0,78.1,3176.55
2005,Новгородская область,6.1,36.4,13.5,0.4,0.2,4,9.3,22.5,70.4,592.42
2005,Новосибирская область,2.6,81.8,7.8,0.3,0.2,19,10.6,16.1,75.5,2785.84
2005,Омская область,4.0,28.2,9.2,0.7,0.3,21,10.4,15.6,69.8,1903.68
2005,Оренбургская область,3.2,39.0,9.2,0.7,0.3,30,10.5,15.7,58.3,1942.92
2005,Орловская область,4.1,39.7,8.0,1.3,0.3,51,8.6,18.8,64.4,724.69
2005,Пензенская область,10.2,54.3,7.7,1.0,0.2,28,8.4,18.1,65.6,1290.9
2005,Пермский край,8.2,70.1,12.1,0.9,0.4,56,10.9,18.1,75.3,2579.26
2005,Прриморский край,5.2,53.7,15.9,1.6,0.6,12,10.4,16.3,75.6,1877.84
2005,Псковская область,12.8,63.0,9.8,0.9,0.2,44,8.8,24.6,67.8,620.25
2005,Республика Алтай,6.0,27.1,11.7,1.2,0.1,77,17.2,15.7,26.0,220.95
2005,Республика Калмыкия,4.9,25.1,7.8,1.6,0.2,38,13.1,11.4,44.0,269.98
2005,Республика Карелия,15.0,36.2,14.9,0.7,0.5,83,9.9,18.5,75.9,609.07
2005,Республика Коми,9.6,70.7,26.7,1.2,0.6,25,11.1,15.5,75.6,813.59
2005,Республика Крым,9.6,63.8,1.2,0.3,0.5,200,10.7,14.9,75.0,1901.58
2005,Республика Мари Эл,5.4,28.2,12.1,0.5,0.1,60,10.5,17.1,62.8,675.33
2005,Республика Мордовия,5.2,37.0,9.9,0.4,0.1,48,8.6,17.1,58.6,778.97
2005,Республика Саха (Якутия),5.8,34.4,14.0,1.3,0.4,67,14.3,10.2,63.9,981.97
2005,Республика Татарстан,3.7,46.2,13.2,0.9,0.2,50,9.8,13.8,74.5,3894.12
2005,Республика Хакасия,12.2,73.6,16.5,2.3,0.8,75,11.5,17.6,70.8,532.04
2005,Ростовская область,3.8,58.7,6.7,1.3,0.4,40,9.2,15.8,66.7,4181.49
2005,Рязанская область,4.2,57.6,9.3,1.2,0.2,74,8.4,20.2,69.7,1098.26
2005,Самарская область,3.5,51.1,10.2,0.9,0.3,31,9.7,16.1,80.1,3154.16
2005,Санкт-Петербург,10.3,104.8,16.2,2.4,1.1,46,8.6,15.6,100.0,1892.71
2005,Саратовская область,3.7,44.1,9.6,0.9,0.2,41,9.0,16.9,73.7,2395.11
2005,Сахалин,6.9,39.5,19.1,2.2,1.0,11,11.4,17.5,78.0,485.62
2005,Свердловская область,8.5,80.5,17.3,1.0,0.6,72,10.4,16.8,83.1,4290.07
2005,Севастополь,5.2,36.7,2.2,0.3,0.4,100,10.3,15.7,82.0,509.99
2005,Северная Осетия,2.2,16.0,3.4,0.5,0.1,35,11.2,12.2,65.2,693.1
2005,Смоленская область,7.4,78.9,17.7,1.6,0.3,58,8.6,21.2,70.9,921.13
2005,Ставропольскиий край,6.8,60.6,8.0,1.5,0.5,15,10.0,14.2,56.2,2305.61
2005,Тамбовская область,1.7,56.5,9.8,1.5,0.2,73,8.5,19.3,57.7,994.42
2005,Тверская область,7.4,52.5,19.8,2.2,0.3,54,9.3,23.0,73.4,1245.62
2005,Томская область,8.0,51.4,13.7,0.7,0.1,18,10.7,14.6,68.3,1070.34
2005,Тульская область,4.6,41.8,11.0,0.7,0.2,65,7.8,21.8,81.8,1449.12
2005,Тыва,2.7,29.0,16.2,0.5,0.1,76,19.4,14.3,52.7,330.37
2005,Тюменская область,4.2,101.1,18.9,0.7,0.5,20,13.0,9.9,62.4,1543.39
2005,Удмуртия,5.9,41.9,12.2,0.5,0.2,59,11.1,15.5,69.8,1493.36
2005,Ульяновская область,5.2,32.6,11.2,0.8,0.3,63,8.6,16.9,72.9,1218.32
2005,Хабаровскиий край,4.9,70.5,15.6,1.0,0.5,79,10.9,16.6,81.0,1301.13
2005,Ханты-Мансийский автономный округ,4.2,101.1,18.9,0.7,0.5,71,13.5,7.1,90.8,1687.65
2005,Чевашская республика,4.8,37.6,11.3,0.5,0.2,49,10.1,15.3,60.9,1207.88
2005,Челябинская область,8.0,90.9,19.5,1.5,0.8,24,10.4,16.4,82.1,3442.81
2005,Чечня,,,,,0.5,32,24.9,5.1,34.4,1497.99
2005,Чукотка,4.0,9.1,11.1,1.6,0.7,68,15.7,11.5,65.1,49.53
2005,Ямало-Ненецкий автономный округ,4.2,101.1,18.9,0.7,0.5,70,13.6,6.0,84.7,547.01
2005,Ярославская область,5.5,62.7,14.5,0.5,0.2,66,9.2,20.1,81.3,1241.42
2006,Адыгея,3.8,32.4,8.1,0.7,0.3,37,10.4,15.2,51.4,463.17
2006,Алтайский край,2.2,50.2,9.7,1.0,0.2,17,10.1,15.5,54.0,2296.35
2006,Амурская область,5.9,54.8,19.3,0.8,0.3,81,11.8,15.9,66.4,781.85
2006,Архангельская область,8.6,43.1,16.9,1.4,0.7,2,10.9,15.9,74.0,1082.66
2006,Астраханская область,3.9,59.8,9.6,0.7,0.2,33,12.4,14.6,67.7,997.78
2006,Башкортостан,2.6,68.4,10.6,0.7,0.2,61,11.1,13.6,59.8,4013.79
2006,Белгородская область,2.7,46.5,12.4,1.4,0.1,26,9.5,15.3,65.6,1541.26
2006,Брянская область,7.5,46.3,10.9,0.9,0.2,27,9.1,18.7,68.3,1182.68
2006,Бурятия,5.1,45.2,13.0,0.5,0.1,10,14.8,14.4,56.4,985.43
2006,Владимирская область,4.4,51.4,15.3,1.3,0.3,22,9.5,19.1,77.2,1342.1
2006,Волгоградская область,3.3,60.3,9.5,1.9,0.4,29,9.8,15.2,75.4,2474.56
2006,Вологодская область,7.7,85.2,17.5,0.8,0.6,55,10.9,17.1,68.6,1151.04
2006,Воронежская область,3.7,62.3,11.1,1.4,0.4,15,8.4,17.7,61.8,2792.8
2006,Дагестан,2.9,6.9,11.7,1.3,0.4,14,15.3,5.9,43.8,3133.3
2006,Еврейская автономная область,3.7,56.3,7.5,0.4,0.1,80,12.1,16.5,67.2,156.5
2006,Забайкальский край,13.7,207.3,31.7,3.1,1.3,9,13.9,15.6,64.2,1053.49
2006,Ивановская область,10.7,99.9,11.1,1.0,0.4,57,9.0,19.9,80.5,987.03
2006,Ингушетия,0.3,0.9,1.0,0.1,0.3,34,15.1,4.4,42.5,515.56
2006,Иркутская область,7.2,68.4,23.0,1.5,1.0,82,12.3,15.4,79.3,2375.02
2006,Кабардино-Балкарская республика,2.5,38.1,6.6,1.2,0.5,36,10.4,10.2,57.7,869.19
2006,Калининградская область,11.6,82.4,16.9,1.4,1.0,47,9.3,16.5,77.3,1018.62
2006,Калужская область,5.9,96.6,11.3,3.0,0.4,64,9.2,17.5,75.2,1000.98
2006,Камчатский край,8.0,69.1,20.4,2.9,1.2,8,11.0,11.8,78.9,311.67
2006,Карачаево-Черкесская республика,3.0,22.1,5.6,0.4,0.4,13,11.7,10.7,44.4,465.36
2006,Кемеровская область,4.3,87.8,19.7,1.3,0.4,78,11.3,17.5,85.1,2633.45
2006,Кировская область,9.5,66.8,12.9,0.9,0.2,52,9.7,18.0,72.3,1250.17
2006,Костромская область,5.6,32.4,16.9,0.6,0.2,53,10.0,19.2,68.6,628.42
2006,Краснодарский край,8.3,59.3,7.2,1.1,0.5,39,10.4,14.7,52.8,5683.95
2006,Красноярский край,4.4,65.9,9.6,1.0,0.3,69,11.0,14.1,75.7,2855.9
2006,Курганская область,5.0,56.9,6.9,0.6,0.2,1,10.6,16.8,58.4,818.57
2006,Курская область,5.4,81.4,7.2,1.3,0.3,5,9.0,19.2,62.6,1096.49
2006,Ленинградская область,9.6,79.3,19.4,2.2,0.9,46,7.9,18.7,66.0,5384.34
2006,Липецкая область,3.4,62.3,10.4,0.8,0.2,6,9.6,17.2,63.1,1128.19
2006,Магаданская область,6.6,42.4,16.3,2.5,0.7,7,10.7,13.3,94.1,139.03
2006,Москва,5.9,111.0,23.8,4.2,1.2,42,9.0,11.6,100.0,12655.05
2006,Московская область,6.5,38.7,21.2,1.5,1.3,23,9.1,16.6,80.1,7708.5
2006,Мурманская область,8.3,51.2,19.3,2.0,0.8,43,9.8,13.2,92.3,732.86
2006,Ненецкий автономный округ,8.6,43.1,16.9,1.4,0.7,3,14.0,12.9,65.3,44.39
2006,Нижний Новгород,7.7,65.8,14.1,1.7,0.3,62,9.1,19.0,78.3,3176.55
2006,Новгородская область,6.4,41.6,15.0,0.4,0.2,4,9.8,21.5,70.8,592.42
2006,Новосибирская область,2.7,84.9,7.3,0.3,0.2,19,10.5,15.2,75.8,2785.84
2006,Омская область,3.7,30.4,7.1,0.6,0.3,21,10.6,15.0,70.4,1903.68
2006,Оренбургская область,3.3,46.4,10.3,0.8,0.3,30,10.9,15.2,58.5,1942.92
2006,Орловская область,3.9,44.7,7.7,1.3,0.3,51,9.0,18.2,64.7,724.69
2006,Пензенская область,8.7,56.3,6.7,0.8,0.1,28,8.6,17.0,65.8,1290.9
2006,Пермский край,8.1,89.2,12.1,1.1,0.5,56,11.0,16.7,75.2,2579.26
2006,Прриморский край,4.6,59.6,14.8,1.7,0.6,12,10.4,15.0,75.7,1877.84
2006,Псковская область,11.8,71.6,10.0,0.9,0.2,44,8.9,23.4,68.3,620.25
2006,Республика Алтай,4.0,32.4,9.5,0.8,0.1,77,16.6,14.1,26.2,220.95
2006,Республика Калмыкия,4.9,34.0,7.8,1.6,0.2,38,13.3,10.9,43.9,269.98
2006,Республика Карелия,14.7,40.9,15.0,0.8,0.5,83,10.0,17.5,76.2,609.07
2006,Республика Коми,9.3,67.2,18.6,1.3,0.6,25,11.1,14.2,75.8,813.59
2006,Республика Крым,6.3,67.2,2.0,0.4,0.4,200,10.0,14.1,74.1,1901.58
2006,Республика Мари Эл,6.3,28.5,12.9,0.7,0.2,60,10.6,15.9,62.7,675.33
2006,Республика Мордовия,5.5,46.1,10.3,0.4,0.1,48,8.6,16.2,58.7,778.97
2006,Республика Саха (Якутия),6.3,39.4,12.9,1.1,0.4,67,14.4,9.7,63.6,981.97
2006,Республика Татарстан,3.1,68.3,13.6,0.8,0.2,50,9.9,13.1,74.5,3894.12
2006,Республика Хакасия,12.4,90.1,16.7,2.1,0.7,75,12.0,14.9,70.8,532.04
2006,Ростовская область,3.3,57.3,5.6,1.3,0.4,40,9.5,15.4,66.7,4181.49
2006,Рязанская область,4.0,58.1,9.3,1.3,0.2,74,8.5,19.1,70.0,1098.26
2006,Самарская область,3.8,60.8,9.3,1.3,0.3,31,10.1,15.5,80.1,3154.16
2006,Санкт-Петербург,7.6,125.3,16.4,2.4,1.4,46,8.8,14.8,100.0,1892.71
2006,Саратовская область,4.0,57.8,8.8,0.8,0.2,41,9.1,15.7,73.8,2395.11
2006,Сахалин,6.2,54.5,17.1,1.9,1.1,11,11.2,15.2,78.4,485.62
2006,Свердловская область,8.8,96.1,19.7,0.9,0.6,72,10.7,15.5,83.2,4290.07
2006,Севастополь,7.8,39.9,3.2,0.3,0.4,100,9.6,14.4,82.1,509.99
2006,Северная Осетия,2.5,17.5,3.8,0.7,0.1,35,11.8,11.5,64.3,693.1
2006,Смоленская область,7.4,66.2,17.8,1.8,0.3,58,8.8,20.3,71.3,921.13
2006,Ставропольскиий край,7.3,72.0,6.3,1.4,0.6,15,10.1,14.0,56.4,2305.61
2006,Тамбовская область,2.0,57.9,9.7,1.3,0.2,73,8.2,18.1,57.9,994.42
2006,Тверская область,6.4,64.6,18.1,2.4,0.4,54,9.5,21.7,73.3,1245.62
2006,Томская область,6.3,61.2,13.4,0.6,0.1,18,11.1,13.6,68.6,1070.34
2006,Тульская область,5.0,43.7,8.6,1.2,0.3,65,8.0,20.7,79.8,1449.12
2006,Тыва,1.8,49.2,11.6,0.3,0.1,76,19.3,12.6,51.9,330.37
2006,Тюменская область,3.0,106.6,19.8,0.6,0.4,20,13.2,9.4,62.7,1543.39
2006,Удмуртия,6.8,51.3,13.4,0.6,0.2,59,11.3,14.3,70.0,1493.36
2006,Ульяновская область,4.5,49.5,7.9,0.9,0.4,63,8.7,16.3,73.0,1218.32
2006,Хабаровскиий край,4.3,85.7,14.4,1.4,0.6,79,11.0,15.3,81.3,1301.13
2006,Ханты-Мансийский автономный округ,3.0,106.6,19.8,0.6,0.4,71,13.7,6.8,90.8,1687.65
2006,Чевашская республика,4.6,46.0,14.0,0.9,0.2,49,10.3,14.8,61.0,1207.88
2006,Челябинская область,8.2,103.9,16.0,1.5,0.9,24,10.8,15.5,81.7,3442.81
2006,Чечня,2.3,73.1,1.1,0.1,0.3,32,23.9,5.1,34.8,1497.99
2006,Чукотка,5.5,11.0,17.0,2.1,0.7,68,15.3,11.1,64.9,49.53
2006,Ямало-Ненецкий автономный округ,3.0,106.6,19.8,0.6,0.4,70,13.2,5.8,84.8,547.01
2006,Ярославская область,5.7,66.8,14.7,0.6,0.3,66,9.4,18.5,81.5,1241.42
2007,Адыгея,4.1,31.6,6.8,0.7,0.5,37,11.8,14.7,51.1,463.17
2007,Алтайский край,2.5,52.8,6.9,1.2,0.2,17,11.3,15.2,54.2,2296.35
2007,Амурская область,5.7,64.6,17.3,1.0,0.3,81,12.6,14.7,66.6,781.85
2007,Архангельская область,10.1,40.3,15.6,1.6,0.8,2,11.9,14.9,74.4,1082.66
2007,Астраханская область,4.1,64.0,9.6,0.9,0.3,33,13.5,14.0,66.9,997.78
2007,Башкортостан,3.0,68.7,11.1,0.9,0.2,61,12.7,13.6,59.8,4013.79
2007,Белгородская область,4.5,55.6,11.0,1.6,0.2,26,10.3,14.8,65.8,1541.26
2007,Брянская область,7.5,60.4,9.6,1.1,0.2,27,10.2,17.9,68.6,1182.68
2007,Бурятия,6.2,39.4,14.2,0.5,0.1,10,16.1,13.3,56.0,985.43
2007,Владимирская область,6.9,51.7,12.6,1.4,0.4,22,10.2,18.5,77.3,1342.1
2007,Волгоградская область,4.9,74.6,8.6,1.9,0.4,29,10.7,14.6,75.4,2474.56
2007,Вологодская область,9.4,86.3,16.2,0.8,0.4,55,11.6,16.0,69.0,1151.04
2007,Воронежская область,4.7,74.3,11.9,1.5,0.5,15,9.0,17.3,61.7,2792.8
2007,Дагестан,2.4,5.9,12.2,1.2,0.3,14,17.0,5.6,44.2,3133.3
2007,Еврейская автономная область,4.4,52.3,9.1,0.9,0.4,80,13.0,15.6,67.2,156.5
2007,Забайкальский край,6.7,61.9,13.5,0.8,0.2,9,14.9,14.5,64.6,1053.49
2007,Ивановская область,8.9,106.2,13.5,1.3,0.4,57,9.8,18.8,80.6,987.03
2007,Ингушетия,0.3,1.0,1.0,0.1,0.3,34,16.7,4.0,42.6,515.56
2007,Иркутская область,5.4,76.7,11.6,1.1,0.3,82,13.8,14.3,79.4,2375.02
2007,Кабардино-Балкарская республика,2.9,24.3,5.1,1.0,0.4,36,12.8,9.8,57.5,869.19
2007,Калининградская область,12.3,73.8,17.3,1.6,0.9,47,10.9,15.4,77.3,1018.62
2007,Калужская область,6.4,71.4,11.8,2.3,0.5,64,10.0,17.1,75.2,1000.98
2007,Камчатский край,7.8,69.6,18.6,3.3,1.5,8,11.3,11.7,79.0,311.67
2007,Карачаево-Черкесская республика,2.0,23.0,5.1,0.4,0.4,13,14.2,10.0,44.2,465.36
2007,Кемеровская область,8.8,65.1,19.6,1.8,0.9,78,12.1,16.8,85.2,2633.45
2007,Кировская область,12.1,76.0,13.8,1.3,0.4,52,10.6,17.2,72.6,1250.17
2007,Костромская область,7.0,53.7,15.8,0.9,0.4,53,10.7,18.1,69.1,628.42
2007,Краснодарский край,8.2,65.5,7.2,1.1,0.5,39,11.3,14.3,52.8,5683.95
2007,Красноярский край,5.9,84.3,12.5,1.6,0.5,69,11.8,13.5,75.5,2855.9
2007,Курганская область,6.6,68.0,8.0,0.9,0.3,1,11.6,16.3,58.9,818.57
2007,Курская область,6.1,72.4,8.0,1.4,0.4,5,10.1,18.2,63.1,1096.49
2007,Ленинградская область,8.5,73.0,13.6,1.9,1.1,46,8.3,17.6,65.9,5384.34
2007,Липецкая область,6.9,72.5,10.5,1.1,0.3,6,10.2,16.8,63.2,1128.19
2007,Магаданская область,7.3,42.0,16.3,3.2,0.9,7,10.9,13.3,94.4,139.03
2007,Москва,7.3,101.4,22.9,4.8,1.5,42,9.7,11.1,100.0,12655.05
2007,Московская область,8.2,67.4,16.9,2.3,1.4,23,9.6,16.1,80.3,7708.5
2007,Мурманская область,10.2,53.0,18.9,1.8,0.9,43,10.3,12.2,92.5,732.86
2007,Ненецкий автономный округ,10.1,40.3,15.6,1.6,0.8,3,15.6,12.6,66.0,44.39
2007,Нижний Новгород,7.1,70.0,12.0,1.8,0.5,62,9.9,18.3,78.4,3176.55
2007,Новгородская область,12.1,44.0,13.8,1.4,0.6,4,10.7,20.1,71.2,592.42
2007,Новосибирская область,5.3,91.8,16.8,1.6,0.5,19,11.4,14.7,76.1,2785.84
2007,Омская область,3.0,104.2,8.2,0.5,0.2,21,11.7,14.8,70.8,1903.68
2007,Оренбургская область,3.7,52.0,9.2,0.8,0.4,30,12.1,15.0,58.9,1942.92
2007,Орловская область,4.6,45.9,7.8,1.4,0.3,51,9.6,17.8,65.0,724.69
2007,Пензенская область,10.0,55.2,7.6,0.9,0.2,28,9.7,15.9,66.1,1290.9
2007,Пермский край,8.8,91.4,13.3,1.2,0.6,56,12.1,15.9,75.4,2579.26
2007,Прриморский край,4.9,66.8,13.5,1.9,0.7,12,11.2,14.7,75.8,1877.84
2007,Псковская область,10.2,64.7,11.3,1.3,0.4,44,9.7,21.0,68.8,620.25
2007,Республика Алтай,4.8,39.4,10.5,0.7,0.3,77,19.7,12.7,26.7,220.95
2007,Республика Калмыкия,4.8,29.3,8.1,0.6,0.3,38,14.5,10.7,43.8,269.98
2007,Республика Карелия,11.9,45.7,15.9,1.2,0.6,83,10.6,16.6,76.6,609.07
2007,Республика Коми,11.2,88.3,15.6,1.8,0.7,25,11.9,13.1,76.0,813.59
2007,Республика Крым,7.1,100.1,3.4,1.1,0.4,200,10.7,14.4,74.4,1901.58
2007,Республика Мари Эл,7.9,28.8,12.7,1.0,0.2,60,11.8,15.2,62.7,675.33
2007,Республика Мордовия,5.6,47.4,8.9,0.7,0.2,48,9.2,15.6,58.9,778.97
2007,Республика Саха (Якутия),6.9,43.4,13.1,1.6,0.5,67,16.1,9.6,63.7,981.97
2007,Республика Татарстан,3.4,72.6,14.5,1.2,0.3,50,10.9,13.0,74.7,3894.12
2007,Республика Хакасия,10.7,73.1,15.3,1.2,1.0,75,13.8,13.8,70.7,532.04
2007,Ростовская область,4.2,60.8,5.3,1.4,0.4,40,10.2,14.8,66.8,4181.49
2007,Рязанская область,5.7,60.6,9.5,1.2,0.3,74,9.4,18.9,70.4,1098.26
2007,Самарская область,5.8,63.4,9.5,1.4,0.5,31,10.7,15.1,80.1,3154.16
2007,Санкт-Петербург,9.1,106.4,14.0,2.7,1.4,46,9.5,14.2,100.0,1892.71
2007,Саратовская область,4.5,53.2,9.0,0.9,0.3,41,10.2,15.5,74.0,2395.11
2007,Сахалин,5.7,52.2,17.8,2.1,0.8,11,11.8,14.4,78.8,485.62
2007,Свердловская область,10.3,96.7,17.2,1.3,0.6,72,11.5,14.9,83.4,4290.07
2007,Севастополь,5.4,99.3,3.2,0.4,0.2,100,10.4,13.8,82.3,509.99
2007,Северная Осетия,2.5,15.7,3.9,0.6,0.1,35,13.6,11.0,64.1,693.1
2007,Смоленская область,8.4,62.8,13.4,1.8,0.4,58,9.6,19.1,71.8,921.13
2007,Ставропольскиий край,6.8,66.1,6.6,1.4,0.6,15,11.3,13.1,56.6,2305.61
2007,Тамбовская область,4.1,56.7,10.4,1.0,0.3,73,8.9,17.4,58.1,994.42
2007,Тверская область,6.5,71.5,16.5,2.4,0.4,54,10.2,20.5,73.6,1245.62
2007,Томская область,8.2,59.1,13.9,1.4,0.6,18,12.0,12.9,69.0,1070.34
2007,Тульская область,5.4,43.6,8.6,1.6,0.4,65,8.4,20.1,79.8,1449.12
