year,region,wine,beer,vodka,champagne,brandy,cartodb_id,birth_rate,death_rate,urbanization,population
2001,Ивановская область,3.3,60.7,16.5,0.3,0.1,57,7.8,20.7,82.53,987.03
2001,Ингушетия,9.9,9.5,4.0,1.3,1.5,34,19.4,4.2,42.64,515.56
2001,Иркутская область,7.1,38.9,11.9,1.4,0.5,82,11.2,15.8,79.32,2375.02
2001,Кабардино-Балкарская республика,2.7,26.5,12.4,0.4,0.6,36,10.0,9.9,56.57,869.19
2001,Калининградская область,1.7,44.5,13.3,1.1,0.7,47,8.0,16.1,77.57,1018.62
2001,Калужская область,2.5,34.1,12.0,0.6,0.1,64,8.0,18.3,74.41,1000.98
2001,Камчатский край,7.4,33.6,26.7,0.9,0.4,8,9.5,11.8,80.96,311.67
2001,Карачаево-Черкесская республика,2.3,9.4,13.4,0.2,0.1,13,10.9,11.2,43.86,465.36
2001,Кемеровская область,2.1,28.6,18.8,0.6,0.2,78,9.5,16.9,86.52,2633.45
2001,Кировская область,2.8,20.4,14.1,0.4,0.1,52,8.3,17.0,71.24,1250.17
2001,Костромская область,3.5,25.4,17.2,0.6,0.2,53,8.7,19.9,66.82,628.42
2001,Краснодарский край,6.6,48.0,8.9,1.4,0.3,39,9.4,15.1,53.52,5683.95
2001,Красноярский край,4.9,59.6,15.4,1.5,0.6,69,10.0,14.6,75.35,2855.9
2001,Курганская область,2.9,34.2,12.2,0.6,0.2,1,9.6,16.4,56.29,818.57
2001,Курская область,1.7,44.5,7.4,0.5,0.1,5,8.4,18.7,60.78,1096.49
2001,Ленинградская область,5.0,59.7,17.5,1.8,0.4,46,7.2,19.9,66.33,5384.34
2001,Липецкая область,2.5,42.9,9.3,0.7,0.2,6,8.0,17.1,64.09,1128.19
2001,Магаданская область,4.7,28.3,23.6,1.4,0.2,7,10.1,12.2,91.44,139.03
2001,Москва,5.0,78.9,19.7,4.2,0.7,42,7.5,13.2,100.0,12655.05
2001,Московская область,3.2,23.7,16.8,0.3,0.3,23,7.7,17.8,79.49,7708.5
2001,Мурманская область,4.6,34.7,19.7,1.8,0.6,43,9.1,12.2,92.27,732.86
2001,Ненецкий автономный округ,7.0,47.6,23.5,1.2,0.9,3,14.6,13.7,62.33,44.39
2001,Нижний Новгород,4.8,34.7,9.8,0.9,0.2,62,7.9,18.7,77.95,3176.55
2001,Новгородская область,4.6,34.7,12.6,0.4,0.2,4,8.2,21.3,69.61,592.42
2001,Новосибирская область,2.7,48.4,20.6,1.3,0.3,19,9.2,14.5,74.76,2785.84
2001,Омская область,4.6,55.5,12.3,0.6,0.3,21,8.7,13.6,68.34,1903.68
2001,Оренбургская область,2.3,34.6,10.8,0.7,0.2,30,10.0,14.7,57.51,1942.92
2001,Орловская область,3.4,29.9,12.0,1.6,0.3,51,8.1,18.0,63.17,724.69
2001,Пензенская область,5.1,30.1,6.8,0.4,0.1,28,7.5,16.7,64.77,1290.9
2001,Пермский край,4.1,56.9,15.9,0.8,0.3,56,10.2,16.5,75.4,2579.26
2001,Прриморский край,1.5,26.5,15.2,0.6,0.1,12,9.3,14.1,77.73,1877.84
2001,Псковская область,9.6,33.5,13.3,0.5,0.1,44,8.0,22.8,65.64,620.25
2001,Республика Алтай,5.7,18.7,10.6,0.9,0.1,77,14.9,14.1,26.12,220.95
2001,Республика Калмыкия,3.4,13.9,15.4,1.3,0.1,38,11.7,11.1,42.95,269.98
2001,Республика Карелия,5.1,28.0,15.9,0.4,0.2,83,9.4,17.4,74.47,609.07
2001,Республика Коми,5.6,37.6,28.5,0.8,0.5,25,10.0,13.5,75.26,813.59
2001,Республика Крым,2.1,30.4,1.3,0.1,0.3,200,10.5,13.2,41.1,1901.58
2001,Республика Мари Эл,1.6,22.6,10.4,0.3,0.1,60,9.3,15.5,62.89,675.33
2001,Республика Мордовия,1.4,23.5,11.8,0.3,0.1,48,7.8,15.7,59.58,778.97
2001,Республика Саха (Якутия),2.8,15.5,14.6,0.8,0.2,67,13.9,10.2,64.19,981.97
2001,Республика Татарстан,1.8,41.9,14.6,0.5,0.1,50,9.5,13.2,73.61,3894.12
2001,Республика Хакасия,3.3,53.6,15.6,1.4,0.6,75,10.1,15.5,71.02,532.04
2001,Ростовская область,4.1,39.9,7.1,1.8,0.2,40,8.2,15.6,67.58,4181.49
2001,Рязанская область,2.4,40.3,13.5,1.4,0.1,74,7.4,19.9,68.48,1098.26
2001,Самарская область,1.8,33.4,8.1,1.0,0.2,31,8.2,16.4,80.54,3154.16
2001,Санкт-Петербург,6.2,101.0,15.5,2.4,0.8,46,7.2,16.2,100.0,1892.71
2001,Саратовская область,3.0,21.7,7.6,1.2,0.2,41,8.2,16.3,73.31,2395.11
2001,Сахалин,4.3,29.7,20.3,0.9,0.2,11,9.5,14.7,86.68,485.62
2001,Свердловская область,4.4,44.6,13.7,0.9,0.4,72,9.0,16.1,87.8,4290.07
2001,Севастополь,2.1,30.1,0.2,0.1,0.3,100,8.3,15.6,76.5,509.99
2001,Северная Осетия,5.6,15.7,8.9,1.2,0.1,35,10.3,11.6,66.17,693.1
2001,Смоленская область,6.6,71.3,23.0,1.0,0.2,58,7.6,20.6,70.42,921.13
2001,Ставропольскиий край,5.9,30.5,12.8,1.2,0.3,15,9.1,13.7,55.87,2305.61
2001,Тамбовская область,2.5,22.8,14.0,1.5,0.3,73,7.8,18.8,57.15,994.42
2001,Тверская область,5.0,35.4,18.4,1.4,0.1,54,8.0,22.9,72.75,1245.62
2001,Томская область,5.6,36.3,16.5,0.9,0.2,18,9.7,13.4,67.32,1070.34
2001,Тульская область,3.3,40.1,14.1,0.6,0.2,65,7.2,21.5,81.37,1449.12
2001,Тыва,1.6,25.7,9.8,0.1,0.1,76,16.3,13.6,50.44,330.37
2001,Тюменская область,5.2,49.0,20.5,0.9,0.5,20,11.4,9.6,77.07,1543.39
2001,Удмуртия,2.1,27.0,14.1,0.3,0.1,59,10.5,14.4,69.55,1493.36
2001,Ульяновская область,1.1,47.7,9.6,0.3,0.2,63,8.1,15.8,73.01,1218.32
2001,Хабаровскиий край,4.3,38.4,21.2,0.5,0.3,79,9.4,14.9,80.59,1301.13
2001,Ханты-Мансийский автономный округ,5.2,49.0,20.5,0.9,0.5,71,12.3,7.1,91.16,1687.65
2001,Чевашская республика,3.0,32.2,10.6,0.5,0.1,49,9.1,14.3,60.34,1207.88
2001,Челябинская область,4.4,45.2,16.2,1.2,0.2,24,9.3,15.6,81.58,3442.81
2001,Чечня,3.1,20.3,2,1.0,0.2,32,7.8,15.3,33.52,1497.99
2001,Чукотка,1.4,11.0,9.8,1.9,0.1,68,12.7,12.4,66.38,49.53
2001,Ямало-Ненецкий автономный округ,5.2,49.0,20.5,0.9,0.5,70,12.8,6.1,83.3,547.01
2001,Ярославская область,4.3,71.1,18.6,1.6,0.4,66,8.1,19.6,80.62,1241.42
2002,Адыгея,4.4,30.4,7.9,0.7,0.3,37,10.2,15.0,52.69,463.17
2002,Алтайский край,1.6,42.8,11.4,1.1,0.1,17,10.3,15.7,53.06,2296.35
2002,Амурская область,2.3,35.4,17.9,0.5,0.2,81,11.6,16.1,65.92,781.85
2002,Архангельская область,8.1,76.1,29.5,1.5,1.2,2,10.4,17.5,75.19,1082.66
2002,Астраханская область,4.1,44.0,12.0,0.8,0.2,33,11.6,15.3,67.57,997.78
2002,Башкортостан,1.7,38.1,10.4,0.2,0.1,61,11.1,14.1,64.06,4013.79
2002,Белгородская область,3.3,23.2,9.4,0.9,0.1,26,8.6,16.2,65.23,1541.26
2002,Брянская область,3.3,38.9,8.5,0.4,0.1,27,8.6,19.2,68.82,1182.68
2002,Бурятия,2.3,21.0,19.9,0.6,0.1,10,13.0,14.6,59.66,985.43
2002,Владимирская область,2.8,41.5,15.6,0.8,0.2,22,8.6,20.8,79.7,1342.1
2002,Волгоградская область,2.4,43.9,13.2,1.6,0.4,29,9.1,15.9,75.08,2474.56
2002,Вологодская область,11.7,51.9,22.2,0.4,0.5,55,10.1,18.4,68.91,1151.04
2002,Воронежская область,2.8,41.9,10.5,1.3,0.2,15,8.0,18.9,61.79,2792.8
2002,Дагестан,2.7,9.6,4.9,0.6,0.2,14,16.1,6.2,42.63,3133.3
2002,Еврейская автономная область,4.1,26.8,7.6,0.4,0.1,80,11.3,15.9,67.19,156.5
2002,Забайкальский край,4.7,31.3,10.9,0.5,0.1,9,13.1,16.2,63.82,1053.49
2002,Ивановская область,3.7,61.2,16.7,0.6,0.2,57,8.3,22.0,82.62,987.03
2002,Ингушетия,7.5,8.7,4.3,0.8,0.8,34,16.4,4.1,42.57,515.56
2002,Иркутская область,8.1,47.8,10.8,1.1,0.4,82,11.8,16.5,79.34,2375.02
2002,Кабардино-Балкарская республика,3.7,31.5,13.9,0.7,0.7,36,10.2,10.0,56.59,869.19
2002,Калининградская область,2.4,64.5,17.3,1.3,0.9,47,8.9,17.3,77.62,1018.62
2002,Калужская область,2.6,50.6,12.2,0.8,0.2,64,8.4,18.8,74.63,1000.98
2002,Камчатский край,7.3,35.3,25.9,1.2,0.5,8,10.8,11.5,81.0,311.67
2002,Карачаево-Черкесская республика,2.7,13.2,14.3,0.2,0.1,13,11.2,11.9,43.93,465.36
2002,Кемеровская область,3.0,30.8,20.2,0.9,0.3,78,10.1,17.7,86.68,2633.45
2002,Кировская область,4.5,27.3,14.9,0.5,0.1,52,9.0,19.0,71.56,1250.17
2002,Костромская область,3.2,27.1,16.9,0.5,0.1,53,9.4,21.1,67.12,628.42
2002,Краснодарский край,7.9,50.1,7.9,1.3,0.5,39,9.9,15.7,53.52,5683.95
2002,Красноярский край,5.2,67.4,15.3,1.4,0.6,69,10.7,15.3,75.57,2855.9
2002,Курганская область,2.7,37.9,11.7,0.5,0.1,1,10.4,17.7,56.36,818.57
2002,Курская область,1.8,53.8,6.7,0.5,0.1,5,8.5,19.3,61.06,1096.49
2002,Ленинградская область,7.1,65.3,20.4,2.3,0.6,46,7.8,20.4,66.37,5384.34
2002,Липецкая область,2.5,49.5,10.0,0.7,0.2,6,8.7,17.5,64.14,1128.19
2002,Магаданская область,4.0,33.0,18.9,1.4,0.2,7,10.8,12.6,91.95,139.03
2002,Москва,4.8,85.7,20.8,4.0,0.9,42,7.9,13.2,100.0,12655.05
2002,Московская область,3.6,29.4,16.9,0.7,0.4,23,8.2,17.9,79.36,7708.5
2002,Мурманская область,5.3,40.0,20.9,1.9,0.6,43,9.8,13.2,92.26,732.86
2002,Ненецкий автономный округ,8.1,76.1,29.5,1.5,1.2,3,14.7,13.1,62.75,44.39
2002,Нижний Новгород,5.2,39.8,10.6,1.0,0.2,62,8.1,19.3,78.07,3176.55
2002,Новгородская область,5.0,37.1,13.1,0.5,0.2,4,9.0,22.3,69.73,592.42
2002,Новосибирская область,3.0,47.7,19.9,1.0,0.3,19,10.0,15.4,74.97,2785.84
2002,Омская область,4.9,84.2,13.9,0.6,0.3,21,9.8,14.6,68.58,1903.68
2002,Оренбургская область,2.3,34.2,10.9,0.7,0.2,30,10.8,15.1,57.78,1942.92
2002,Орловская область,3.7,29.4,11.1,1.2,0.3,51,8.6,18.6,63.38,724.69
2002,Пензенская область,5.7,32.3,6.9,0.4,0.1,28,8.0,17.6,64.94,1290.9
2002,Пермский край,5.6,58.2,17.4,0.8,0.4,56,11.0,18.0,75.28,2579.26
2002,Прриморский край,1.6,28.3,16.0,0.6,0.1,12,10.0,14.9,78.29,1877.84
2002,Псковская область,10.3,46.3,10.8,0.6,0.1,44,8.5,23.8,65.89,620.25
2002,Республика Алтай,5.7,30.9,10.1,1.0,0.1,77,16.0,15.1,26.52,220.95
2002,Республика Калмыкия,4.1,20.9,15.0,1.5,0.1,38,12.7,12.3,43.68,269.98
2002,Республика Карелия,9.3,33.6,12.4,0.4,0.2,83,10.1,18.7,74.81,609.07
2002,Республика Коми,7.6,33.9,28.4,0.9,0.5,25,10.9,14.9,75.27,813.59
2002,Республика Крым,5.7,70.4,2.5,0.8,0.5,200,10.3,16.2,72.23,1901.58
2002,Республика Мари Эл,2.9,23.8,11.7,0.4,0.1,60,10.0,16.6,63.04,675.33
2002,Республика Мордовия,2.5,22.0,10.0,0.3,0.1,48,8.0,16.7,59.67,778.97
2002,Республика Саха (Якутия),3.6,16.3,16.1,1.1,0.3,67,14.6,10.2,64.31,981.97
2002,Республика Татарстан,2.2,29.1,15.4,0.6,0.1,50,10.1,13.7,73.79,3894.12
2002,Республика Хакасия,4.4,56.3,15.8,1.5,0.6,75,11.2,17.0,70.88,532.04
2002,Ростовская область,4.0,44.7,7.0,1.5,0.3,40,8.8,16.1,67.6,4181.49
2002,Рязанская область,2.8,43.2,12.4,1.3,0.1,74,7.8,20.5,68.73,1098.26
2002,Самарская область,1.8,38.6,8.0,1.2,0.2,31,9.2,16.3,80.58,3154.16
2002,Санкт-Петербург,6.3,104.6,17.2,2.6,0.9,46,8.0,16.4,100.0,1892.71
2002,Саратовская область,3.2,28.1,9.2,0.9,0.2,41,8.7,16.6,73.48,2395.11
2002,Сахалин,5.3,37.5,24.5,1.6,0.5,11,10.2,15.0,86.73,485.62
2002,Свердловская область,6.1,52.1,15.4,1.0,0.5,72,9.9,17.1,87.88,4290.07
2002,Севастополь,5.3,66.6,2.1,0.4,0.4,100,10.0,16.2,65.56,509.99
2002,Северная Осетия,1.0,14.9,8.5,1.2,0.1,35,11.1,12.3,65.7,693.1
2002,Смоленская область,8.7,96.2,25.4,1.4,0.2,58,8.2,21.6,70.66,921.13
2002,Ставропольскиий край,6.0,32.7,11.7,1.2,0.4,15,9.6,14.6,55.93,2305.61
2002,Тамбовская область,2.5,27.9,13.9,1.4,0.3,73,8.1,19.8,57.19,994.42
2002,Тверская область,6.1,40.0,21.2,1.2,0.2,54,8.7,23.9,73.02,1245.62
2002,Томская область,7.9,36.5,16.5,0.9,0.3,18,10.5,14.4,67.59,1070.34
2002,Тульская область,3.5,46.3,13.2,0.7,0.2,65,7.4,21.8,81.46,1449.12
2002,Тыва,2.0,23.3,13.5,0.2,0.1,76,18.8,15.0,51.04,330.37
2002,Тюменская область,5.8,77.0,23.3,1.0,0.6,20,12.4,9.9,77.24,1543.39
2002,Удмуртия,2.7,29.4,13.7,0.4,0.1,59,11.3,15.6,69.67,1493.36
2002,Ульяновская область,2.1,44.8,9.1,0.5,0.2,63,8.8,16.8,73.1,1218.32
2002,Хабаровскиий край,4.5,31.8,17.1,0.7,0.3,79,10.0,15.6,80.59,1301.13
2002,Ханты-Мансийский автономный округ,5.8,77.0,23.3,1.0,0.6,71,13.4,6.9,90.93,1687.65
2002,Чевашская республика,3.0,31.7,11.1,0.5,0.2,49,9.8,15.1,60.52,1207.88
2002,Челябинская область,4.1,55.7,16.8,1.1,0.5,24,10.1,16.4,81.73,3442.81
2002,Чечня,4.1,70.5,1.3,0.6,0.3,32,11.1,12.2,33.77,1497.99
2002,Чукотка,1.9,6.4,13.3,1.6,0.3,68,12.0,11.3,66.44,49.53
2002,Ямало-Ненецкий автономный округ,5.8,77.0,23.3,1.0,0.6,70,13.1,5.8,83.32,547.01
2002,Ярославская область,4.5,90.1,20.3,1.0,0.3,66,8.6,20.5,80.8,1241.42
2003,Адыгея,4.3,36.2,8.0,1.0,0.5,37,10.4,15.5,52.59,463.17
2003,Алтайский край,1.7,47.7,11.5,1.1,0.1,17,10.8,15.9,53.23,2296.35
2003,Амурская область,5.3,40.4,17.4,0.6,0.2,81,12.4,16.6,65.93,781.85
2003,Архангельская область,9.2,109.0,31.9,1.7,1.3,2,10.8,18.0,74.9,1082.66
2003,Астраханская область,4.5,48.3,12.4,0.9,0.2,33,12.1,15.5,67.72,997.78
2003,Башкортостан,1.5,25.0,8.3,0.3,0.2,61,11.1,14.2,64.06,4013.79
2003,Белгородская область,2.7,25.8,9.7,0.9,0.1,26,9.2,16.1,65.25,1541.26
2003,Брянская область,4.0,33.9,8.7,0.5,0.1,27,9.1,19.1,68.53,1182.68
2003,Бурятия,4.2,32.8,13.9,0.4,0.1,10,13.5,15.4,59.65,985.43
2003,Владимирская область,3.2,43.7,15.4,0.9,0.2,22,9.3,20.7,79.68,1342.1
2003,Волгоградская область,2.7,46.7,13.2,1.8,0.5,29,9.3,16.1,75.22,2474.56
2003,Вологодская область,18.1,61.7,24.6,0.4,0.6,55,10.4,19.8,69.11,1151.04
2003,Воронежская область,3.1,38.2,10.8,1.1,0.3,15,8.3,18.9,61.96,2792.8
2003,Дагестан,2.9,9.7,8.7,1.2,0.2,14,16.0,6.1,42.81,3133.3
2003,Еврейская автономная область,5.1,39.0,6.4,0.5,0.2,80,12.0,16.1,67.25,156.5
2003,Забайкальский край,5.9,38.1,12.4,0.6,0.1,9,13.5,16.8,63.93,1053.49
2003,Ивановская область,5.2,61.6,15.4,0.6,0.2,57,8.8,22.1,82.7,987.03
2003,Ингушетия,6.0,8.9,4.6,0.8,0.5,34,14.9,3.9,42.45,515.56
2003,Иркутская область,7.4,51.5,10.2,1.0,0.3,82,12.3,16.9,79.32,2375.02
2003,Кабардино-Балкарская республика,4.4,39.4,12.8,0.8,0.7,36,10.3,10.3,56.6,869.19
2003,Калининградская область,11.3,80.8,20.0,1.4,1.1,47,9.3,18.0,77.62,1018.62
2003,Калужская область,3.0,71.2,9.0,0.9,0.3,64,8.8,19.0,74.89,1000.98
2003,Камчатский край,7.4,39.1,25.1,1.8,1.2,8,10.8,12.3,81.11,311.67
2003,Карачаево-Черкесская республика,3.7,14.9,14.9,0.2,0.2,13,11.6,12.3,44.06,465.36
2003,Кемеровская область,4.2,36.9,20.1,1.1,0.3,78,10.5,18.4,86.69,2633.45
2003,Кировская область,7.2,33.4,13.5,0.6,0.1,52,9.1,19.6,71.83,1250.17
2003,Костромская область,4.2,28.0,16.5,0.5,0.1,53,9.5,21.7,67.45,628.42
2003,Краснодарский край,8.7,53.3,7.9,1.4,0.4,39,10.4,15.7,53.49,5683.95
2003,Красноярский край,5.6,72.3,15.5,1.3,0.6,69,11.1,15.8,75.81,2855.9
2003,Курганская область,3.5,42.6,9.2,0.4,0.1,1,10.3,18.1,56.37,818.57
2003,Курская область,3.3,67.8,7.5,1.1,0.3,5,8.8,19.7,61.35,1096.49
2003,Ленинградская область,8.1,66.3,18.5,2.2,0.6,46,8.0,21.0,66.43,5384.34
2003,Липецкая область,2.7,54.9,10.1,0.7,0.2,6,8.8,18.4,64.35,1128.19
2003,Магаданская область,4.8,43.2,18.4,1.8,0.4,7,11.2,12.6,92.6,139.03
2003,Москва,6.2,89.1,23.0,4.1,0.9,42,8.4,13.0,100.0,12655.05
2003,Московская область,4.0,29.6,20.5,0.8,0.4,23,8.8,17.9,79.26,7708.5
2003,Мурманская область,6.0,41.3,21.3,2.1,0.7,43,9.9,14.0,92.21,732.86
2003,Ненецкий автономный округ,9.2,109.0,31.9,1.7,1.3,3,15.9,14.1,63.39,44.39
2003,Нижний Новгород,5.8,44.8,11.1,1.1,0.2,62,9.0,20.0,78.21,3176.55
2003,Новгородская область,5.5,34.2,13.2,0.4,0.2,4,9.2,23.5,69.92,592.42
2003,Новосибирская область,3.5,61.5,20.4,1.0,0.3,19,10.6,15.5,75.11,2785.84
2003,Омская область,3.9,97.3,14.6,0.5,0.3,21,10.8,14.9,68.71,1903.68
2003,Оренбургская область,2.5,28.7,8.5,0.6,0.2,30,10.8,15.3,57.81,1942.92
2003,Орловская область,3.8,32.8,10.6,1.4,0.3,51,8.9,18.8,63.59,724.69
2003,Пензенская область,7.7,34.2,7.8,0.6,0.1,28,8.4,17.9,65.12,1290.9
2003,Пермский край,6.8,55.7,16.5,0.9,0.4,56,11.3,18.3,75.13,2579.26
2003,Прриморский край,1.7,28.5,16.2,0.7,0.2,12,10.5,15.6,78.34,1877.84
2003,Псковская область,13.5,52.9,10.9,0.6,0.1,44,9.0,24.9,66.19,620.25
2003,Республика Алтай,6.4,25.9,10.6,1.0,0.1,77,16.7,15.6,26.37,220.95
2003,Республика Калмыкия,4.3,24.4,15.4,1.4,0.1,38,13.3,11.8,44.31,269.98
2003,Республика Карелия,13.5,31.1,14.2,0.6,0.2,83,10.2,19.9,75.14,609.07
2003,Республика Коми,8.3,44.4,29.7,0.8,0.5,25,11.3,15.7,75.26,813.59
2003,Республика Крым,3.3,25.4,0.7,0.3,0.2,200,7.9,17. 9,77.9,1901.58
2003,Республика Мари Эл,4.4,27.1,12.3,0.4,0.2,60,10.4,16.4,63.2,675.33
2003,Республика Мордовия,3.5,25.9,9.4,0.3,0.1,48,8.4,17.2,59.87,778.97
2003,Республика Саха (Якутия),4.7,25.0,16.0,1.2,0.3,67,15.0,10.2,64.42,981.97
2003,Республика Татарстан,2.7,42.3,14.9,0.7,0.2,50,10.2,13.8,73.88,3894.12
2003,Республика Хакасия,6.4,61.2,14.8,1.6,0.5,75,11.8,17.8,70.85,532.04
2003,Ростовская область,4.4,51.1,6.9,1.5,0.3,40,9.2,16.3,67.63,4181.49
2003,Рязанская область,2.9,46.5,12.5,1.2,0.2,74,8.3,21.2,68.98,1098.26
2003,Самарская область,2.1,43.5,7.9,1.1,0.3,31,9.8,16.4,80.62,3154.16
2003,Санкт-Петербург,6.6,105.6,14.3,2.8,1.0,46,8.7,16.7,100.0,1892.71
2003,Саратовская область,3.0,41.3,8.3,0.8,0.2,41,9.1,17.0,73.63,2395.11
2003,Сахалин,5.2,38.0,23.2,1.4,0.7,11,10.9,16.4,86.72,485.62
2003,Свердловская область,7.2,56.9,15.2,1.0,0.5,72,10.4,17.3,87.93,4290.07
2003,Севастополь,11.1,45.6,1.4,0.4,0.27,100,12.3,18.9,89.2,509.99
2003,Северная Осетия,0.2,14.5,7.6,1.1,0.1,35,11.3,12.6,65.44,693.1
2003,Смоленская область,8.8,92.3,25.6,1.5,0.3,58,8.7,21.9,70.91,921.13
2003,Ставропольскиий край,6.1,41.1,10.0,1.2,0.5,15,10.2,14.9,55.98,2305.61
2003,Тамбовская область,2.4,36.0,14.5,1.2,0.3,73,8.5,19.9,57.25,994.42
2003,Тверская область,6.8,41.8,19.3,1.7,0.2,54,9.2,24.1,73.19,1245.62
2003,Томская область,7.8,43.3,17.4,1.5,0.4,18,10.6,14.5,67.84,1070.34
2003,Тульская область,3.5,41.1,12.6,0.6,0.2,65,7.9,22.6,81.6,1449.12
2003,Тыва,2.1,25.0,14.7,0.2,0.1,76,20.5,15.2,51.73,330.37
2003,Тюменская область,5.0,93.3,18.6,1.2,0.5,20,12.9,9.9,77.41,1543.39
2003,Удмуртия,3.8,34.2,12.9,0.3,0.1,59,11.5,15.7,69.72,1493.36
2003,Ульяновская область,4.1,42.5,10.5,0.7,0.3,63,8.9,17.2,73.19,1218.32
2003,Хабаровскиий край,3.8,47.4,15.2,0.7,0.4,79,10.8,16.3,80.55,1301.13
2003,Ханты-Мансийский автономный округ,5.0,93.3,18.6,1.2,0.5,71,13.7,6.9,90.87,1687.65
2003,Чевашская республика,3.6,33.8,12.5,0.5,0.2,49,10.1,15.3,60.7,1207.88
2003,Челябинская область,4.7,65.1,16.4,1.2,0.7,24,10.4,16.6,81.82,3442.81
2003,Чечня,6.5,65.5,0.7,0.1,0.3,32,24.9,6.5,33.75,1497.99
2003,Чукотка,3.8,12.3,12.3,1.6,0.9,68,13.0,10.7,66.38,49.53
2003,Ямало-Ненецкий автономный округ,5.0,93.3,18.6,1.2,0.5,70,14.0,6.1,83.37,547.01
2003,Ярославская область,3.8,62.3,18.6,0.5,0.1,66,9.1,20.9,80.99,1241.42
2004,Адыгея,4.1,27.5,8.6,1.0,0.3,37,10.4,15.0,52.3,463.17
2004,Алтайский край,2.0,52.4,14.2,1.3,0.2,17,10.8,15.9,53.5,2296.35
2004,Амурская область,5.2,44.8,18.1,0.6,0.2,81,12.4,17.4,66.2,781.85
2004,Архангельская область,7.0,51.8,18.5,1.3,0.5,2,11.0,17.6,75.0,1082.66
2004,Астраханская область,4.8,58.0,12.9,0.9,0.2,33,12.4,14.9,67.9,997.78
2004,Башкортостан,1.2,35.4,9.2,0.3,0.2,61,11.2,14.1,64.2,4013.79
2004,Белгородская область,3.1,35.1,10.0,1.1,0.1,26,9.1,16.2,65.4,1541.26
2004,Брянская область,5.7,32.5,8.6,0.5,0.1,27,9.2,19.1,68.5,1182.68
2004,Бурятия,6.3,35.7,12.2,0.4,0.1,10,13.8,15.3,58.7,985.43
2004,Владимирская область,3.7,54.0,17.3,1.0,0.2,22,9.4,20.1,79.4,1342.1
2004,Волгоградская область,3.3,55.3,12.5,1.9,0.5,29,9.6,15.4,75.2,2474.56
2004,Вологодская область,14.2,85.1,26.7,0.6,0.7,55,10.7,19.1,69.3,1151.04
2004,Воронежская область,3.4,41.2,12.6,1.3,0.4,15,8.6,18.5,62.0,2792.8
2004,Дагестан,2.8,6.6,9.5,1.5,0.3,14,15.9,6.0,43.2,3133.3
2004,Еврейская автономная область,4.4,51.1,7.4,0.3,0.2,80,12.0,17.2,67.6,156.5
2004,Забайкальский край,15.7,190.4,40.6,3.0,1.8,9,13.8,17.1,64.0,1053.49
2004,Ивановская область,8.0,68.1,17.3,0.7,0.4,57,9.0,21.6,82.6,987.03
2004,Ингушетия,6.4,7.4,3.6,0.8,0.8,34,14.2,4.0,42.6,515.56
2004,Иркутская область,5.5,54.7,22.7,1.5,0.7,82,12.4,16.6,79.4,2375.02
2004,Кабардино-Балкарская республика,4.0,43.7,12.3,0.8,0.7,36,10.5,9.8,58.6,869.19
2004,Калининградская область,12.7,84.2,20.0,1.4,1.0,47,9.1,18.2,77.7,1018.62
2004,Калужская область,4.0,86.7,11.4,1.3,0.3,64,9.2,18.6,75.0,1000.98
2004,Камчатский край,7.5,49.2,22.2,2.0,1.1,8,11.1,12.4,81.1,311.67
2004,Карачаево-Черкесская республика,4.2,19.6,14.9,0.3,0.3,13,11.9,11.3,44.2,465.36
2004,Кемеровская область,3.7,68.6,21.2,1.0,0.3,78,10.7,18.0,86.8,2633.45
2004,Кировская область,9.6,43.6,12.8,0.7,0.1,52,9.6,19.0,72.2,1250.17
2004,Костромская область,5.9,32.7,18.0,0.5,0.1,53,10.0,21.3,67.9,628.42
2004,Краснодарский край,8.8,58.3,8.0,1.1,0.3,39,10.8,15.3,53.5,5683.95
2004,Красноярский край,5.3,47.7,9.2,0.9,0.3,69,11.2,15.2,76.0,2855.9
2004,Курганская область,4.5,43.5,8.3,0.4,0.1,1,10.7,17.8,57.0,818.57
2004,Курская область,6.5,90.9,7.2,0.8,0.3,5,9.0,19.5,61.7,1096.49
2004,Ленинградская область,10.0,68.5,20.4,3.7,0.7,46,8.3,20.0,66.4,5384.34
2004,Липецкая область,2.8,56.5,10.2,0.7,0.2,6,9.2,18.2,64.4,1128.19
2004,Магаданская область,5.9,39.4,16.8,1.9,0.5,7,11.5,13.5,93.1,139.03
2004,Москва,6.1,99.1,24.0,3.8,1.0,42,8.8,12.3,100.0,12655.05
2004,Московская область,5.7,30.5,21.8,0.8,0.8,23,9.1,17.3,79.4,7708.5
2004,Мурманская область,6.2,45.8,21.7,2.2,0.7,43,10.2,13.5,92.3,732.86
2004,Ненецкий автономный округ,7.0,51.8,18.5,1.3,0.5,3,14.2,12.4,63.9,44.39
2004,Нижний Новгород,6.2,51.0,11.9,1.2,0.2,62,9.1,19.8,78.3,3176.55
2004,Новгородская область,5.9,35.4,13.7,0.5,0.2,4,9.5,22.4,70.2,592.42
2004,Новосибирская область,2.9,77.5,11.5,0.3,0.2,19,10.9,15.4,75.3,2785.84
2004,Омская область,4.0,26.6,8.9,0.7,0.3,21,10.7,15.0,69.1,1903.68
2004,Оренбургская область,3.0,35.6,8.6,0.6,0.2,30,10.9,15.1,58.0,1942.92
2004,Орловская область,3.5,36.9,8.4,1.1,0.3,51,9.1,18.8,63.9,724.69
